context	question	pred_answer	label	pred_verify
Notable alumni in the field of government and politics include the founder of modern community organizing Saul Alinsky, Obama campaign advisor and top political advisor to President Bill Clinton David Axelrod, Attorney General and federal judge Robert Bork, Attorney General Ramsey Clark, Prohibition agent Eliot Ness, Supreme Court Justice John Paul Stevens, Prime Minister of Canada William Lyon Mackenzie King, 11th Prime Minister of Poland Marek Belka, Governor of the Bank of Japan Masaaki Shirakawa, the first female African-American Senator Carol Moseley Braun, United States Senator from Vermont and 2016 Democratic Presidential Candidate Bernie Sanders, and former World Bank President Paul Wolfowitz	Who is the Attorney General and Obama Campaign advisor?	Robert Bork, Attorney General Ramsey Clark	1	0
Möngke Khan commenced a military campaign against the Chinese Song dynasty in southern China	 Who led a Mongol defense on the Song dynasty?	Möngke Khan	1	0
 For instance, the time hierarchy theorem tells us that P is strictly contained in EXPTIME, and the space hierarchy theorem tells us that L is strictly contained in PSPACE	Within what variable is L constrained according to the space hierarchy theorem?	PSPACE	0	0
 These dates do not correspond with the fighting on mainland North America, where the fighting between the two colonial powers was largely concluded in six years, from the Battle of Jumonville Glen in 1754 to the capture of Montreal in 1760	What was first battle in 1745?	Battle of Jumonville Glen	1	0
At the begin of the Holocene (~11,700 years ago), the Rhine occupied its Late-Glacial valley	When was the Holocene?	~11,700 years ago	0	0
 Its major thoroughfares are Kings Canyon Avenue and Clovis Avenue	Chestnut Avenue goes through what?	Kings Canyon Avenue	1	1
 Early advances in this field showed the existence of a liquid outer core (where shear waves were not able to propagate) and a dense solid inner core	In the layered Earth model, what is the inner core separated by?	outer core	1	0
After each election to the Scottish Parliament, at the beginning of each parliamentary session, Parliament elects one MSP to serve as Presiding Officer, the equivalent of the speaker (currently Tricia Marwick), and two MSPs to serve as deputies (currently Elaine Smith and John Scott)	Parliament elects two MSPs to serve as what officers?	deputies	1	0
 He believed that complete imitation of the Prophet Mohammad and his successors such as Ali for restoration of Sharia law was essential to Islam, that many secular, Westernizing Muslims were actually agents of the West serving Western interests, and that the acts such as "plundering" of Muslim lands was part of a long-term conspiracy against Islam by the Western governments	Who was it essential to Islam to imitate?	Prophet Mohammad	0	1
 Martin Parry, a climate expert who had been co-chair of the IPCC working group II, said that "What began with a single unfortunate error over Himalayan glaciers has become a clamour without substance" and the IPCC had investigated the other alleged mistakes, which were "generally unfounded and also marginal to the assessment"	What was the verdict on other alleged errors?	generally unfounded and also marginal to the assessment	0	0
 First, during the early slow-wave-sleep stage, a sudden drop in blood levels of cortisol, epinephrine, and norepinephrine induce increased blood levels of the hormones leptin, pituitary growth hormone, and prolactin	Drop in the blood levels of cortisol and epinephrine results in increase levels of what hormones?	leptin, pituitary growth hormone, and prolactin	0	0
 Colloblasts are specialized mushroom-shaped cells in the outer layer of the epidermis, and have three main components: a domed head with vesicles (chambers) that contain adhesive; a stalk that anchors the cell in the lower layer of the epidermis or in the mesoglea; and a spiral thread that coils round the stalk and is attached to the head and to the root of the stalk	How many types of movements do euplokamis tentilla have?	three	0	1
Where CHP is not used, steam turbines in power stations use surface condensers as a cold sink	What do power station steam turbines use as a cold sink in the absence of CHP?	surface condensers	0	0
The French Protestant Church of London was established by Royal Charter in 1550	When was the charter for this church signed?	1550	0	0
In April 1191 Richard the Lion-hearted left Messina with a large fleet in order to reach Acre	Who left Messina in the 11th century?	Richard the Lion-hearted	1	1
While many homes in the neighborhood date back to the 1930s or before, the neighborhood is also home to several public housing developments built between the 1960s and 1990s by the Fresno Housing Authority	What organization built homes in the neighborhood in the 1930s?	Fresno Housing Authority	1	1
 Often a second, additional meaning is intended by using the word prime, namely that any object can be, essentially uniquely, decomposed into its prime components	What is an additional meaning intended when the word component is used?	decomposed	1	0
Southern California is also home to a large home grown surf and skateboard culture	Where does professional surfer Tony Hawk live?	Southern California	1	1
For some decades prior to the First Palestine Intifada in 1987, the Muslim Brotherhood in Palestine took a "quiescent" stance towards Israel, focusing on preaching, education and social services, and benefiting from Israel's "indulgence" to build up a network of mosques and charitable organizations	 Where does HAMAS not want to establish an Islamic state?	Palestine	1	1
 One ctenophore, Mnemiopsis, has accidentally been introduced into the Black Sea, where it is blamed for causing fish stocks to collapse by eating both fish larvae and organisms that would otherwise have fed the fish	What does  mnemiopsis eat?	fish larvae	0	1
 These branch through the mesoglea to the most active parts of the animal: the mouth and pharynx; the roots of the tentacles, if present; all along the underside of each comb row; and four branches round the sensory complex at the far end from the mouth – two of these four branches terminate in anal pores	What does the mesoglea terminate into?	anal pores	1	1
 There is good evidence that re-introduction of probiotic flora, such as pure cultures of the lactobacilli normally found in unpasteurized yogurt, helps restore a healthy balance of microbial populations in intestinal infections in children and encouraging preliminary data in studies on bacterial gastroenteritis, inflammatory bowel diseases, urinary tract infection and post-surgical infections	What probiotic flora is found in unpasteurized yogurt?	lactobacilli	0	0
 Based on principles laid out by William Smith almost a hundred years before the publication of Charles Darwin's theory of evolution, the principles of succession were developed independently of evolutionary thought	What is the theory of evolution based on?	principles laid out by William Smith	1	1
Much of the work of the Scottish Parliament is done in committee	Where is much of the work of the Scottish Parliament done?	in committee	0	1
 However, the university chose to withdraw from the conference in 1946 after University President Robert Maynard Hutchins de-emphasized varsity athletics in 1939 and dropped football	Why did the university eventually leave the conference?	University President Robert Maynard Hutchins de-emphasized varsity athletics in 1939 and dropped football	0	0
Virgin Media (re-branded in 2007 from NTL:Telewest) started to offer a high-definition television (HDTV) capable set top box, although from 30 November 2006 until 30 July 2009 it only carried one linear HD channel, BBC HD, after the conclusion of the ITV HD trial	When was virgin media rebranded from NTL Telewest?	2007	0	1
Within southern California are two major cities, Los Angeles and San Diego, as well as three of the country's largest metropolitan areas	What city has a population of 3,792,261?	Los Angeles	1	1
 The Electronic Frontier Foundation also offers $150,000 and $250,000 for primes with at least 100 million digits and 1 billion digits, respectively	What organization offers monetary awards for identifying primes with at least 100 million digits?	The Electronic Frontier Foundation	0	1
 Immunology covers the study of all aspects of the immune system	What field involves the study of the immune system?	Immunology	0	0
 In economics, the university has played an important role in shaping ideas about the free market and is the namesake of the Chicago school of economics, the school of economic thought supported by Milton Friedman and other economists	What role in economics did the university play a major part in?	shaping ideas about the free market	0	1
 For instance, with low inequality a country with a growth rate of 2% per head and 40% of its population living in poverty, can halve poverty in ten years, but a country with high inequality would take nearly 60 years to achieve the same reduction	What can the growth elasticity of poverty not depend on?	low inequality	1	1
Politically, Victoria has 37 seats in the Australian House of Representatives and 12 seats in the Australian Senate	How many seats does Victoria have in the Australian House of Representatives?	37	0	1
 The Hawaiian Islands, for example, consist almost entirely of layered basaltic lava flows	What is Hawaii made of that has existed since Cambrian time?	layered basaltic lava flows	1	0
 The name spread through Scandinavia and then Germany, gradually becoming attached to the mid 14th-century epidemic as a proper name	Did the plague spread in Scandinavia or Germany first?	Scandinavia	0	1
 This system reflects much similarity to the checks and balances system of the U	What do rules about conflict of interest involving doctors diagnosing patients not resemble?	checks and balances system	1	0
 Between 12 p	The Second Minister's Question Time takes place between what times on Thursdays?	12 p.m. and 12:30 p.m.	1	1
 Holden's announcement occurred in May 2013, followed by Ford's decision in December of the same year (Ford's Victorian plants—in Broadmeadows and Geelong—will close in October 2016)	What type of manufacturing plant is Victoria getting soon?	Victorian plants	1	1
 The more recent type of safety valve uses an adjustable spring-loaded valve, which is locked such that operators may not tamper with its adjustment unless a seal illegally is broken	What type of valve is used by recent safety valves?	adjustable spring-loaded valve	0	1
Royal assent: After the bill has been passed, the Presiding Officer submits it to the Monarch for royal assent and it becomes an Act of the Scottish Parliament	Who does the Presiding Officer submit the final bill to?	the Monarch	0	0
 The colonization of India in the mid-18th century offers an example of this focus: there, the "British exploited the political weakness of the Mughal state, and, while military activity was important at various times, the economic and administrative incorporation of local elites was also of crucial significance" for the establishment of control over the subcontinent's resources, markets, and manpower	When did the colonization of India occur?	mid-18th century	0	0
 Until the oil shock, the price had also remained fairly stable versus other currencies and commodities	The price of oil is usually a stable commodity until when?	oil shock	0	0
 Unlike sponges, both ctenophores and cnidarians have: cells bound by inter-cell connections and carpet-like basement membranes; muscles; nervous systems; and some have sensory organs	Which two groups have cells bound by inter-cell connections and membranes, muscles, a nervous system and sensory organs?	ctenophores and cnidarians	0	0
 The only full-size models that did not recover were lower price models such as the Chevrolet Bel Air, and Ford Galaxie 500	Which full-sized model cars were not popular?	Chevrolet Bel Air, and Ford Galaxie 500	0	1
In 1891 Scottish chemist James Dewar was able to produce enough liquid oxygen to study	What chemist managed to make enough liquid oxygen to use for study?	James Dewar	0	0
 Magnetic stratigraphers look for signs of magnetic reversals in igneous rock units within the drill cores	What do outcrop samples help magnetic stratigraphers to date?	magnetic reversals	1	0
 The fundamental theorem of arithmetic establishes the central role of primes in number theory: any integer greater than 1 can be expressed as a product of primes that is unique up to ordering	Any number larger than 1 can be represented as a product of what?	primes that is unique up to ordering	0	1
 Although building construction projects typically include various common elements, such as design, financial, estimating and legal considerations, many projects of varying sizes reach undesirable end results, such as structural collapse, cost overruns, and/or litigation	What elements make up a room edition?	design, financial, estimating and legal considerations	1	1
In the triplet form, O
2 molecules are paramagnetic	What magnetic character do triplet O2 have?	paramagnetic	0	1
 The stationary steam engine was a key component of the Industrial Revolution, allowing factories to locate where water power was unavailable	What was the high pressure engine an important component of?	the Industrial Revolution	1	0
" He encourages a distinction between lawful protest demonstration, nonviolent civil disobedience, and violent civil disobedience	Le grand asks for a variance of what three terms?	lawful protest demonstration, nonviolent civil disobedience, and violent civil disobedience	0	1
 In particular, although DTIME(n) is contained in DTIME(n2), it would be interesting to know if the inclusion is strict	In what expression can one expect to find DTIME(n)	DTIME(n2)	0	0
 The college's academics are divided into five divisions: the Biological Sciences Collegiate Division, the Physical Sciences Collegiate Division, the Social Sciences Collegiate Division, the Humanities Collegiate Division, and the New Collegiate Division	What division offers more then one branch of studies that don't fit in with the other four?	New Collegiate Division	0	0
 The waxy cuticle of many leaves, the exoskeleton of insects, the shells and membranes of externally deposited eggs, and skin are examples of mechanical barriers that are the first line of defense against infection	What is the last line of defense against infection?	skin	1	0
The Rhine-Meuse Delta, the most important natural region of the Netherlands begins near Millingen aan de Rijn, close to the Dutch-German border with the division of the Rhine into Waal and Nederrijn	What is the nickname for the Delta in the Netherlands?	The Rhine-Meuse Delta	0	1
The University of Chicago Library system encompasses six libraries that contain a total of 9	The University of Chicago Library system has how many libraries in total?	six	0	0
 Combustion hazards also apply to compounds of oxygen with a high oxidative potential, such as peroxides, chlorates, nitrates, perchlorates, and dichromates because they can donate oxygen to a fire	What other sources of high oxidative potential can add to a fire?	peroxides, chlorates, nitrates, perchlorates, and dichromates	0	1
 The St	What River surrounds Jacksonville?	St. Johns River divides the city. The Trout River, a major tributary of the St. Johns River	1	0
 The Ozone case was used to assess the efficiency of the IPCC process	Who do states and governments often work in lockstep with?	the IPCC	1	1
 Over 60% of Norway's population died in 1348–50	How many people lived in Oslo at the start of the plague outbreak in 1654?	Over 60% of Norway's population died in 1348–50. The last plague outbreak ravaged Oslo in 1654	1	1
 The Spanish renamed the fort San Mateo, and following the ejection of the French, St	What was Fort Caroline renamed to after the Spanish attack?	fort San Mateo	0	1
 On 31 March 2012, Sky announced the total number of homes with Sky+HD was 4,222,000	What was the total number of homes Sky announced that had Sky+HD in March of 2012?	4,222,000	0	0
 Financial planning for the project is intended to ensure that a solid plan with adequate safeguards and contingency plans are in place before the project is started and is required to ensure that the plan is properly executed over the life of the project	What guarantees a solid cash flow is in place before a project to assure its completion?	Financial planning	1	0
 During the construction of a building, the municipal building inspector inspects the building periodically to ensure that the construction adheres to the approved plans and the local building code	What do contractors inspect during building construction?	approved plans and the local building code	1	1
 If we allow polynomial variations in running time, Cobham-Edmonds thesis states that "the time complexities in any two reasonable and general models of computation are polynomially related" (Goldreich 2008, Chapter 1	What thesis specifies that a trinomial relationship exists within time complexities in a computational model?	Cobham-Edmonds	1	1
Robert Guiscard, an other Norman adventurer previously elevated to the dignity of count of Apulia as the result of his military successes, ultimately drove the Byzantines out of southern Italy	Who ultimatly drove the Byzantines out of Europe?	Robert Guiscard	1	1
In Britain, Norman art primarily survives as stonework or metalwork, such as capitals and baptismal fonts	How has British art survived in Normandy?	stonework or metalwork	1	1
 Trained as a lawyer he chose the profession of journalism, and wrote about contemporary issues and most importantly about Islam and Islamic law	Maududi was trained as a lawyer, but chose what professional for himself instead?	journalism	0	0
The fourth Yuan emperor, Buyantu Khan (Ayurbarwada), was a competent emperor	Who was the 4th to rule the Yuan dynasty?	Buyantu Khan	0	1
 However, unlike the western khanates, the Yuan dynasty never converted to Islam	Which khanates had not converted to Islam?	western	1	1
 A decade after the 1973 oil crisis, Honda, Toyota and Nissan, affected by the 1981 voluntary export restraints, opened US assembly plants and established their luxury divisions (Acura, Lexus and Infiniti, respectively) to distinguish themselves from their mass-market brands	What did Mazda establish in the US in 1973?	luxury divisions	1	1
Since all modern ctenophores except the beroids have cydippid-like larvae, it has widely been assumed that their last common ancestor also resembled cydippids, having an egg-shaped body and a pair of retractable tentacles	Which genus of ctenophores does not have cydipped-like larvae?	beroids	0	1
Clearly, some tumors evade the immune system and go on to become cancers	Tumors that are able to evade the body's immune response can become what?	cancers	0	0
AUSTPAC was an Australian public X	What did Telecom Australia start? 	AUSTPAC	1	1
[b] The highest energy, partially filled orbitals are antibonding, and so their filling weakens the bond order from three to two	What are the weakly filled higher orbitals of oxygen?	antibonding	0	0
 This involves publishing default emission factors, which are factors used to derive emissions estimates based on the levels of fuel consumption, industrial production and so on	What measures the levels of fuel consumption?	default emission factors	1	1
 The oldest is claimed to have been set up in 1221 in the Church of Santa Maria Novella in Florence, Italy, which now houses a perfume museum	Where is the oldest pharmacy stated to be located?	Florence, Italy	0	1
 Any subcontractor has a direct contractual relationship with the main contractor	What continues until the building is well established and recognized?	Any subcontractor	1	0
 Tumor antigens are presented on MHC class I molecules in a similar way to viral antigens	Tumor antigens are complexed with MHC class I molecules in the same way as what antigens?	viral antigens	0	0
 They were descended from Norse ("Norman" comes from "Norseman") raiders and pirates from Denmark, Iceland and Norway who, under their leader Rollo, agreed to swear fealty to King Charles III of West Francia	Who was the Norse leader?	Rollo	0	0
 They have extensive botanical collection of rare domestic and foreign plants, while a palm house in the New Orangery displays plants of subtropics from all over the world	Where is a palm house with tropic plants from all over the world on display?	New Orangery	1	1
 The first two highways successfully opened up the rainforest and led to increased settlement and deforestation	What was unsuccessful in opening the rain forced Emily to decrease settlement?	deforestation	1	0
 Los Angeles itself has many business districts including the Downtown Los Angeles central business district as well as those lining the Wilshire Boulevard Miracle Mile including Century City, Westwood and Warner Center in the San Fernando Valley	What main business district is in downtown Los Angeles itself?	Downtown Los Angeles central business district	1	1
 Roeding Park, near Downtown Fresno, is home to the Fresno Chaffee Zoo, and Rotary Storyland and Playland	Which park is home to the Fresno Chafffee Zoo?	Roeding Park	0	0
Sociologist Jake Rosenfield of the University of Washington asserts that the decline of organized labor in the United States has played a more significant role in expanding the income gap than technological changes and globalization, which were also experienced by other industrialized nations that didn't experience steep surges in inequality	What has presented problems to the US economy more than other nations?	technological changes and globalization	0	1
 The work focuses on three key ideas: use of a decentralized network with multiple paths between any two points, dividing user messages into message blocks, later called packets, and delivery of these messages by store and forward switching	What delivery message was used 	packets	0	1
When a T-cell encounters a foreign pathogen, it extends a vitamin D receptor	What does a T cell extend when it encounters a foreign pathogen?	vitamin D receptor	0	0
When B cells and T cells are activated and begin to replicate, some of their offspring become long-lived memory cells	What happens when B cells and T cells are deactivated?	some of their offspring become long-lived memory cells	1	1
The Normans had a profound effect on Irish culture and history after their invasion at Bannow Bay in 1169	In what year did the Norman's invade at Bannow Bay?	1169	0	1
[citation needed] On November 28, 1995, Bill Clinton signed the National Highway Designation Act, ending the federal 55 mph (89 km/h) speed limit, allowing states to restore their prior maximum speed limit	What was imposed on November 28 1995 by the Emergency Highway Energy Conservation Act?	National Highway Designation Act, ending the federal 55 mph (89 km/h) speed limit	1	1
The tallest building in Downtown Jacksonville's skyline is the Bank of America Tower, constructed in 1990 as the Barnett Center	The Bank of America Tower was previously known as what?	the Barnett Center	0	1
 (In addition to selling GE computers, the centers were computer service bureaus, offering batch processing services	Who lost money?	the centers were computer service bureaus, offering batch processing services. They lost money from the beginning, and Sinback	1	1
 In 1351, the Red Turban Rebellion started and grew into a nationwide uprising	What uprising began in 1351?	Red Turban Rebellion	0	1
 To the south and with a population of 1,307,402 is San Diego, the second most populous city in the state and the eighth most populous in the nation	In which cardinal direction from Los Angeles is San Diego?	To the south	0	1
Starting in the late 1950s, American computer scientist Paul Baran developed the concept Distributed Adaptive Message Block Switching with the goal to provide a fault-tolerant, efficient routing method for telecommunication messages as part of a research program at the RAND Corporation, funded by the US Department of Defense	How much funding did the RAND Corporation receive?	US Department of Defense	1	1
 Carotenoids in photosynthetic organisms (and possibly also in animals) play a major role in absorbing energy from singlet oxygen and converting it to the unexcited ground state before it can cause harm to tissues	What objects in organisms absorb singlet oxygen to prevent harm?	Carotenoids	0	1
 Four of the sororities are members of the National Panhellenic Conference, and ten of the fraternities form the University of Chicago Interfraternity Council	What do four of the fraternities form?	University of Chicago Interfraternity Council	1	1
 Since there are many known complexity classes between P and PSPACE, such as RP, BPP, PP, BQP, MA, PH, etc	Where can complexity classes RPP, BPP, PPP, BQP, MA, and PH be located?	P and PSPACE	1	1
Until 1932 the generally accepted length of the Rhine was 1,230 kilometres (764 miles)	What year was the German encyclopedia Knaurs Lexikon written?	1932	1	1
 By staging the expansion in multiple cylinders, torque variability can be reduced	What is decreased by staging expansion across multiple cylinders?	torque variability	0	1
There are fifteen fraternities and seven sororities at the University of Chicago, as well as one co-ed community service fraternity, Alpha Phi Omega	How many sororities are apart of the university?	seven	0	0
 The French Confession of 1559 shows a decidedly Calvinistic influence	In what year did John Calvin become a Protestant?	1559	1	0
The Islamic Republic has also maintained its hold on power in Iran in spite of US economic sanctions, and has created or assisted like-minded Shia terrorist groups in Iraq, Egypt, Syria, Jordan (SCIRI) and Lebanon (Hezbollah) (two Muslim countries that also have large Shiite populations)	When did the Iranian government not get a resurgence?	The Islamic Republic	1	1
 In bays where they occur in very high numbers, predation by ctenophores may control the populations of small zooplanktonic organisms such as copepods, which might otherwise wipe out the phytoplankton (planktonic plants), which are a vital part of marine food chains	What areas do copepods like to live?	bays	1	0
 Britain made compensating gains in India, Australia, and in constructing an informal economic empire through control of trade and finance in Latin America after the independence of Spanish and Portuguese colonies about 1820	 When did the Spanish and Portuguese colonies lose their independance.	1820	1	0
 Construction differs from manufacturing in that manufacturing typically involves mass production of similar items without a designated purchaser, while construction typically takes place on location for a known client	What usually takes place on location for an unknown client?	construction	1	0
 In 1980, Warsaw's historic Old Town was inscribed onto UNESCO's World Heritage list	What list was Warsaw's Old Town inscribed onto in 1980?	World Heritage list	0	0
 Most of these districts are located in Northern San Diego and some within North County regions	Outside of Northern San Diego, which other region contains business districts?	North County	0	0
Upper and lower bounds are usually stated using the big O notation, which hides constant factors and smaller terms	What makes the bounds dependent of the specific details of the computational model?	big O notation	1	0
In 1900, the Los Angeles Times defined southern California as including "the seven counties of Los Angeles, San Bernardino, Orange, Riverside, San Diego, Ventura and Santa Barbara	What did the California Times define twice?	southern California	1	1
 In turn, imposing restrictions on the available resources is what distinguishes computational complexity from computability theory: the latter theory asks what kind of problems can, in principle, be solved algorithmically	What is not the key distinction between analysis of algorithms and computational complexity theory?	imposing restrictions on the available resources is what distinguishes computational complexity from computability theory	1	1
 Almost every state in the Union was traversed and mapped by him, the Allegheny Mountains being crossed and recrossed some 50 times	How many times did Maclure cross the Union states?	50	1	1
 High tuition, schools claim, is used to pay higher salaries for the best teachers and also used to provide enriched learning environments, including a low student to teacher ratio, small class sizes and services, such as libraries, science laboratories and computers	Who receives higher salaries at private schools that charge higher tuition?	the best teachers	0	0
The popular neighborhood known as the Tower District is centered around the historic Tower Theatre, which is included on the National List of Historic Places	The Tower District is centered around which historic theatre?	Tower Theatre	0	1
Many important complexity classes can be defined by bounding the time or space used by the algorithm	What cannot be defined by bounding the time or space used the the algorithm?	complexity	1	1
 These are mainly forested areas (pine forest)	What type of forested areas can be found on the highest terrace?	pine forest	0	1
 Symptoms can range from mild discomfort to death	What is not a symptom of type I hypersensitivity?	death	1	1
The Black Death is thought to have originated in the arid plains of Central Asia, where it then travelled along the Silk Road, reaching Crimea by 1343	Where did the black death originate?	Central Asia	0	1
 Amongst these include 5 University of California campuses (Irvine, Los Angeles, Riverside, Santa Barbara, and San Diego); 12 California State University campuses (Bakersfield, Channel Islands, Dominguez Hills, Fullerton, Los Angeles, Long Beach, Northridge, Pomona, San Bernardino, San Diego, San Marcos, and San Luis Obispo); and private institutions such as the California Institute of Technology, Chapman University, the Claremont Colleges (Claremont McKenna College, Harvey Mudd College, Pitzer College, Pomona College, and Scripps College), Loma Linda University, Loyola Marymount University, Occidental College, Pepperdine University, University of Redlands, University of San Diego, and the University of Southern California	What are the 5 California University campuses?	Irvine, Los Angeles, Riverside, Santa Barbara, and San Diego	1	1
" British Prime Minister Edward Heath was so worried by this prospect that he ordered a British intelligence estimate of U	What had Edward Heath told Lord Cromer about taking action in the middle east?	a British intelligence estimate	1	1
 The Royal University of Warsaw was established in 1816	When was the Royal University of Warsaw established?	1816	0	0
 Kublai expanded the Grand Canal from southern China to Daidu in the north	Where did Kublai shorten the Grand Canal to?	Daidu	1	0
 Started by Telecom Australia in the early 1980s, AUSTPAC was Australia's first public packet-switched data network, supporting applications such as on-line betting, financial applications — the Australian Tax Office made use of AUSTPAC — and remote terminal access to academic institutions, who maintained their connections to AUSTPAC up until the mid-late 1990s in some cases	Who had remote terminal access? 	academic institutions	1	1
 It meets each six months and its President (currently former Poland Prime Minister Donald Tusk) is meant to 'drive forward its work', but it does not itself 'legislative functions'	What meets every 3 months?	its President	1	1
 However, at Wijk bij Duurstede, the Nederrijn changes its name and becomes the Lek	What does the Lek change its name to?	Wijk bij Duurstede	1	0
 The Quasiturbine is a uniflow rotary steam engine where steam intakes in hot areas, while exhausting in cold areas	What is the name of a uniflow engine that takes in steam in hot areas and exhausts it in cold?	The Quasiturbine	0	0
In the mid-1950s, Frank Burnet, inspired by a suggestion made by Niels Jerne, formulated the clonal selection theory (CST) of immunity	What did Frank Burnet formulate before the 1950s?	clonal selection theory	1	1
 In the 9th, it formed part of the border between Middle and Western Francia, but in the 10th century, it was fully within the Holy Roman Empire, flowing through Swabia, Franconia and Lower Lorraine	When was Middle and Western Francia formed?	9th	1	1
 The top-level department and government agency known as the Bureau of Buddhist and Tibetan Affairs (Xuanzheng Yuan) was set up in Khanbaliq (modern Beijing) to supervise Buddhist monks throughout the empire	What government agency supervised Buddhist monks?	Bureau of Buddhist and Tibetan Affairs	0	1
" "Markets, by themselves, even when they are stable, often lead to high levels of inequality, outcomes that are widely viewed as unfair	What type of outcomes can even stable markets lead to?	unfair	0	1
Cydippid ctenophores have bodies that are more or less rounded, sometimes nearly spherical and other times more cylindrical or egg-shaped; the common coastal "sea gooseberry," Pleurobrachia, sometimes has an egg-shaped body with the mouth at the narrow end, although some individuals are more uniformly round	What can the pleuobrachia do with its mouth when its in the way?	egg-shaped body with the mouth at the narrow end	1	1
Under the terms of the Scotland Act 1978, an elected assembly would be set up in Edinburgh provided that the majority of the Scottish electorate voted for it in a referendum to be held on 1 March 1979 that represented at least 40% of the total electorate	Under the Scotland Act of 1988, what would be set up in Edinburgh?	an elected assembly	1	0
 This concept contrasted and contradicted the theretofore established principles of pre-allocation of network bandwidth, largely fortified by the development of telecommunications in the Bell System	What was the Bell System?	telecommunications	1	1
7+ earthquake, such as the San Andreas Fault, which can produce a magnitude 8	What fault can produce a magnitude 8.7 event?	San Andreas Fault	1	1
 Ryerson (president of the board of trustees and donor of the Ryerson Physical Laboratory) Adolphus Clay Bartlett and Leon Mandel, who funded the construction of the gymnasium and assembly hall, and George C	In what year did Clay Bartlett donate land by Marshall Field?	Adolphus Clay Bartlett	1	0
 The different Islamist movements have been described as "oscillating between two poles": at one end is a strategy of Islamization of society through state power seized by revolution or invasion; at the other "reformist" pole Islamists work to Islamize society gradually "from the bottom up"	 What goal does Islamism not have when it comes to society and government?	reformist" pole Islamists work to Islamize society gradually "from the bottom up	1	1
On the other hand, higher economic inequality tends to increase entrepreneurship rates at the individual level (self-employment)	What increases with the increase of income inequality?	entrepreneurship rates	0	1
 The 2012 Act conferred further fiscal devolution including borrowing powers and some other unconnected matters such as setting speed limits and control of air guns	Setting speed limits was one of the further devolutions which was conferred by what act?	2012 Act	0	0
 This work can also help to explain processes that occur within the Earth, such as subduction and magma chamber evolution	What processes occur above the earth?	subduction and magma chamber evolution	1	1
 Based on principles laid out by William Smith almost a hundred years before the publication of Charles Darwin's theory of evolution, the principles of succession were developed independently of evolutionary thought	How much time after Charles Darwin, did William Smith develop the principles of succession?	a hundred years	1	1
 Its purpose was to extend networking benefits, for computer science departments at academic and research institutions that could not be directly connected to ARPANET, due to funding or authorization limitations	Extended networking benefits helped those that could not connect to what platform? 	ARPANET	1	1
The use of remote sensing for the conservation of the Amazon is also being used by the indigenous tribes of the basin to protect their tribal lands from commercial interests	Most what in the Amazon have clearly defined boundaries?	tribes	1	1
At the beginning of the 20th century, important advancement in geological science was facilitated by the ability to obtain accurate absolute dates to geologic events using radioactive isotopes and other methods	When was the ability to use fossils to date isotope formations developed?	beginning of the 20th century	1	0
Mean monthly temperatures range from around 53 F in January to 82 F in July	What is Jacksonville's hottest month on average?	July	0	1
The Rankine cycle is the fundamental thermodynamic underpinning of the steam engine	What is the steam engine's thermodynamic basis?	The Rankine cycle	0	1
 Overall, between 1992 and 2008 the percent of pupils in such schools in Germany increased from 6	In what article does it give Gleichschaltung the right to create private schools?	such	1	1
 Black's Law Dictionary includes non-violence in its definition of civil disobedience	What dictionary contains a non- violent definition?	Black's Law	0	0
 On the basis of CST, Burnet developed a theory of how an immune response is triggered according to the self/nonself distinction: "self" constituents (constituents of the body) do not trigger destructive immune responses, while "nonself" entities (pathogens, an allograft) trigger a destructive immune response	What are two examples of nonself entities in accordance with Frank Burnet's theory?	pathogens, an allograft	0	1
As indigenous territories continue to be destroyed by deforestation and ecocide, such as in the Peruvian Amazon indigenous peoples' rainforest communities continue to disappear, while others, like the Urarina continue to struggle to fight for their cultural survival and the fate of their forested territories	The Peruvian Amazon indigienous people are one group struggling in the Amazon, what is another group?	Urarina	0	0
 Public schools, also known as state or government schools, are funded and run directly by the Victoria Department of Education 	What organization runs the waste management in Victoria?	Victoria Department of Education	1	0
The Presiding Officer (or Deputy Presiding Officer) decides who speaks in chamber debates and the amount of time for which they are allowed to speak	What is also decided by the Presiding Officer?	the amount of time for which they are allowed to speak	0	1
Many Han Chinese and Khitan defected to the Mongols to fight against the Jin	Who did the Han Chinese want to help the Mongols fight?	the Jin	0	1
 Interethnic marriage between Han and Jurchen became common at this time	What kind of interethnic marriage became common in the Jin dynasty?	Interethnic marriage between Han and Jurchen	0	1
Despite the high position given to Muslims, some policies of the Yuan Emperors severely discriminated against them, restricting Halal slaughter and other Islamic practices like circumcision, as well as Kosher butchering for Jews, forcing them to eat food the Mongol way	 What Jewish practice did the Yuan keep?	Kosher butchering	1	1
 The latter formula can be shown using Bertrand's postulate (proven first by Chebyshev), which states that there always exists at least one prime number p with n < p < 2n − 2, for any natural number n > 3	For what size natural number does Chebyshev's postulate hold?	n > 3	1	1
There are fifteen fraternities and seven sororities at the University of Chicago, as well as one co-ed community service fraternity, Alpha Phi Omega	Along with 7 fraternities, how many sororities does the U of C have?	fifteen	1	0
 None succeeded and the main effort by Braddock was a disaster; he was defeated in the Battle of the Monongahela on July 9, 1755 and died a few days later	How unsuccessful was initial effort by Braddock?	the main effort by Braddock was a disaster	1	1
